Browser Size,Sessions,Pageviews
1120x690,223,364
1210x580,223,421
1440x610,223,372
2560x1380,223,360
830x970,223,398
1060x720,222,348
1060x740,222,377
1070x730,222,412
1080x460,222,367
1120x600,222,471
1160x600,222,482
1890x960,222,333
1010x740,221,364
1050x720,221,435
1140x760,221,409
1280x830,221,293
1430x860,221,348
1650x910,221,430
2380x1210,221,682
960x420,221,335
1090x700,220,406
1140x560,220,402
780x760,220,310
780x780,220,315
1180x550,219,423
1100x760,218,397
1110x670,218,390
1150x580,218,373
1260x790,218,352
1340x780,218,386
660x660,218,342
870x740,218,389
1160x680,217,364
1320x890,217,359
1460x690,217,426
1470x720,217,418
1620x760,217,332
1890x910,217,409
340x570,217,281
650x640,217,311
710x970,217,303
780x720,217,322
1120x630,216,404
660x600,216,326
1160x610,215,448
1450x720,215,353
1460x710,215,531
1660x840,215,489
1260x840,214,424
1590x810,214,420
430x710,214,265
1130x640,213,477
1130x760,213,454
1140x590,213,317
1160x670,213,421
1240x770,213,356
1360x780,213,323
1790x890,213,336
1090x690,212,360
1100x620,212,372
1490x810,212,310
1670x850,212,435
1670x950,212,362
2110x1050,212,531
830x740,212,328
1050x690,211,322
1060x730,211,364
1170x630,211,411
1620x810,211,366
1670x820,211,397
2030x990,211,365
490x840,211,250
730x760,211,322
850x740,211,366
1040x720,210,422
1210x570,210,444
1670x830,210,373
820x1110,210,281
860x710,210,381
1370x870,209,313
1410x820,209,354
1660x830,209,388
1150x680,208,407
1260x780,208,430
1460x740,208,422
1680x790,208,399
1780x1010,208,421
840x740,208,320
1030x720,207,301
1070x750,207,316
1110x800,207,273
1270x550,207,352
1300x1020,207,209
1680x930,207,348
810x750,207,342
820x740,207,286
1170x770,206,348
420x840,206,266
1120x640,205,396
1130x620,205,375
1130x630,205,333
1130x670,205,350
1400x620,205,392
1660x980,205,370
800x560,205,438
830x1110,205,247
1000x740,204,378
1080x810,204,312
1620x790,204,349
1060x750,203,334
1110x630,203,337
1520x810,203,384
1880x930,203,450
2540x1370,203,289
690x740,203,272
1100x600,202,278
1180x560,202,392
1280x780,202,344
1500x630,202,871
670x610,202,260
810x960,202,284
910x900,202,372
940x710,202,372
940x880,202,337
1250x500,201,378
670x650,201,247
730x690,201,287
810x710,201,315
840x750,201,277
1070x720,200,305
1130x610,200,319
1160x560,200,355
1190x580,200,381
1480x930,200,338
1580x880,200,421
1100x690,199,328
1150x620,199,325
1220x770,199,430
1710x810,199,315
1720x870,199,383
1900x830,199,349
2050x1040,199,368
740x760,199,283
830x1120,199,303
990x740,199,424
1000x710,198,320
1060x700,198,353
1130x680,198,359
1290x800,198,352
1670x900,198,359
1880x920,198,387
720x290,198,274
1110x650,197,345
420x710,197,260
720x690,197,301
1050x760,196,324
1180x540,196,419
1200x790,196,305
1280x810,196,279
1440x890,196,367
1780x910,196,386
1850x1010,196,668
630x600,196,315
900x740,196,309
1090x620,195,399
1090x760,195,339
1290x590,195,343
690x610,195,290
1060x580,194,395
1120x670,194,337
1300x570,194,297
1430x850,194,363
1650x890,194,379
2030x960,194,382
300x430,194,240
790x760,194,310
810x330,194,252
870x710,194,356
960x480,194,310
1040x730,193,325
1120x610,193,360
1250x800,193,328
1450x700,193,327
1600x800,193,519
1100x680,192,368
1190x800,192,341
1230x800,192,291
1240x540,192,366
1320x910,192,329
1360x610,192,350
600x980,192,292
1080x770,191,446
1090x660,191,338
1120x760,191,331
1320x590,191,303
1800x830,191,374
840x710,191,315
940x740,191,293
1040x650,190,314
1080x420,190,532
1130x560,190,398
1130x660,190,353
1170x530,190,321
2050x1070,190,307
2560x1250,190,344
710x700,190,311
980x740,190,299
1450x770,189,321
320x650,189,233
650x610,189,267
680x690,189,258
810x1080,189,240
1080x600,188,364
1220x540,188,366
1500x890,188,333
1780x980,188,345
1910x990,188,304
2030x1050,188,350
700x720,188,258
1020x530,187,335
1030x690,187,379
1030x700,187,361
1160x770,187,270
1700x1320,187,328
420x750,187,227
920x740,187,319
1080x560,186,331
1180x580,186,362
1210x770,186,370
1260x1300,186,317
1650x800,186,289
230x250,186,244
700x690,186,297
800x730,186,255
1010x580,185,297
1020x1300,185,258
1070x690,185,357
1070x700,185,292
1310x810,185,317
1390x630,185,266
1680x800,185,271
410x500,185,223
860x730,185,261
970x710,185,470
1110x600,184,336
1420x620,184,302
1450x750,184,310
1470x710,184,271
1760x890,184,449
720x800,184,294
770x700,184,278
780x700,184,281
830x1060,184,286
990x710,184,290
1190x540,183,340
640x640,183,219
820x750,183,283
1080x540,182,272
1080x790,182,320
1110x620,182,359
1150x520,182,293
1280x870,182,351
1430x620,182,363
1500x720,182,372
1650x920,182,338
1650x940,182,337
740x880,182,279
950x710,182,304
1000x650,181,252
1090x750,181,271
1780x950,181,391
1860x910,181,337
760x760,181,256
810x720,181,310
930x950,181,286
970x740,181,296
1040x690,180,326
1090x500,180,316
1090x650,180,295
1600x950,180,313
1630x890,180,303
1730x890,180,345
1730x920,180,634
1740x880,180,389
1810x870,180,339
1860x980,180,300
700x760,180,250
860x740,180,263
900x750,180,283
950x730,180,265
1120x550,179,285
1830x1010,179,280
830x1130,179,260
1090x610,178,264
1120x570,178,376
1310x790,178,349
1580x840,178,378
690x730,178,269
780x690,178,271
890x750,178,294
1100x670,177,361
1410x900,177,379
1780x900,177,333
1780x930,177,369
680x790,177,262
770x540,177,307
1010x590,176,357
1040x1610,176,179
1310x880,176,301
1600x820,176,297
1600x910,176,273
1640x870,176,359
1730x860,176,384
660x590,176,248
800x720,176,307
950x930,176,257
1100x570,175,348
1130x570,175,367
1490x740,175,311
830x730,175,269
1120x590,174,284
1490x760,174,311
2050x1090,174,288
390x520,174,206
620x590,174,268
670x280,174,257
1020x1240,173,350
1360x620,173,306
2560x1310,173,337
830x710,173,293
910x710,173,312
1050x650,172,332
1150x770,172,320
1360x600,172,319
1370x940,172,239
1510x730,172,254
1750x850,172,328
300x410,172,211
650x600,172,260
980x710,172,341
1170x540,171,332
1200x860,171,391
1340x590,171,256
1430x830,171,280
1470x740,171,310
1650x840,171,295
1710x860,171,248
1780x940,171,251
1790x860,171,486
2560x1270,171,264
670x640,171,259
670x700,171,284
690x710,171,269
930x710,171,322
1000x730,170,275
1130x550,170,323
1210x550,170,320
1260x500,170,298
1450x690,170,387
1490x850,170,266
1500x680,170,364
810x920,170,220
900x710,170,305
960x920,170,310
1190x790,169,258
1220x530,169,306
1250x860,169,315
1280x520,169,318
1360x810,169,326
1370x850,169,302
1480x880,169,300
730x850,169,238
780x560,169,284
820x720,169,253
850x730,169,272
1170x580,168,287
1180x820,168,259
1270x790,168,492
1290x810,168,323
1370x1020,168,254
1420x840,168,270
1480x730,168,280
1500x850,168,357
1890x940,168,240
510x650,168,240
890x740,168,249
910x740,168,259
920x710,168,272
940x700,168,262
940x720,168,266
950x740,168,284
980x1450,168,201
990x640,168,304
1090x630,167,285
1120x660,167,297
1130x580,167,316
1330x780,167,316
1370x560,167,304
1600x920,167,299
380x40,167,179
390x800,167,201
840x730,167,239
870x720,167,307
880x730,167,283
960x570,167,240
1000x720,166,298
1060x560,166,253
1150x540,166,360
1200x540,166,375
1450x730,166,283
1460x750,166,258
1600x750,166,318
1910x1010,166,216
350x620,166,243
410x40,166,180
710x690,166,244
790x700,166,247
830x750,166,242
960x960,166,207
970x620,166,255
990x610,166,271
1040x750,165,267
1090x460,165,215
1090x510,165,264
1230x520,165,329
1270x870,165,216
1680x780,165,331
1730x800,165,307
600x820,165,235
930x740,165,266
1120x470,164,520
1290x790,164,276
1300x790,164,290
1370x1610,164,254
1560x770,164,379
1630x810,164,380
1630x850,164,454
320x370,164,196
770x690,164,260
880x750,164,224
890x730,164,227
960x470,164,230
1030x580,163,322
1070x760,163,290
1080x630,163,272
1110x590,163,273
1180x790,163,275
1240x800,163,334
1320x920,163,303
1380x610,163,332
1380x910,163,295
1410x620,163,327
340x460,163,202
690x640,163,244
970x720,163,318
1050x600,162,348
1070x610,162,296
1070x650,162,352
1070x680,162,334
1200x900,162,281
1340x810,162,279
1460x810,162,332
1540x850,162,281
1800x850,162,409
970x730,162,242
980x720,162,265
1070x510,161,250
1090x580,161,302
1120x540,161,238
1130x590,161,506
1180x840,161,312
1260x1330,161,293
1470x870,161,265
1520x870,161,242
1610x890,161,391
1870x970,161,244
670x320,161,203
940x730,161,237
1020x550,160,258
1060x610,160,242
1220x800,160,237
1260x1280,160,288
1480x850,160,354
1490x720,160,255
1690x810,160,242
340x540,160,183
600x890,160,192
680x730,160,245
820x700,160,253
830x940,160,223
880x710,160,252
880x740,160,265
1080x570,159,259
1140x770,159,334
1250x530,159,263
1250x920,159,315
460x870,159,195
660x690,159,194
680x740,159,225
800x700,159,264
850x720,159,271
1110x660,158,252
1590x800,158,271
360x420,158,236
940x750,158,244
960x730,158,248
1050x680,157,268
1520x890,157,292
1570x740,157,255
1620x860,157,262
1670x810,157,240
1890x890,157,245
600x900,157,217
690x720,157,224
810x700,157,284
850x750,157,227
930x930,157,259
960x740,157,254
1040x590,156,312
1160x570,156,353
1190x830,156,222
1200x780,156,247
1210x800,156,287
1340x580,156,288
1480x740,156,245
1690x910,156,367
1870x930,156,295
1880x900,156,285
710x1000,156,230
730x880,156,288
780x330,156,235
880x720,156,237
1020x760,155,241
1030x610,155,281
1490x790,155,265
1520x840,155,247
1830x950,155,239
770x760,155,217
930x790,155,284
950x720,155,222
1090x640,154,226
1110x560,154,300
1130x770,154,273
1570x890,154,329
1590x900,154,229
1650x900,154,239
1900x1020,154,270
1900x1130,154,258
700x640,154,234
750x780,154,223
750x790,154,213
790x690,154,261
990x720,154,225
1000x700,153,300
1060x620,153,298
1060x760,153,281
1250x900,153,270
1470x840,153,300
1510x800,153,296
1540x700,153,256
1630x870,153,271
1640x920,153,292
1650x820,153,278
1790x880,153,261
1890x840,153,268
1920x860,153,234
650x650,153,241
720x680,153,210
770x1000,153,243
1040x620,152,257
1040x640,152,246
1150x800,152,263
1270x900,152,242
1600x770,152,267
1650x880,152,260
1890x870,152,269
300x370,152,173
670x800,152,239
950x960,152,220
960x950,152,217
1070x660,151,269
1310x780,151,293
1640x850,151,302
1650x860,151,269
340x590,151,210
680x650,151,346
680x750,151,217
800x850,151,462
820x1180,151,181
920x730,151,243
970x750,151,211
990x660,151,264
1040x670,150,229
1210x840,150,215
1270x890,150,268
1510x830,150,235
1780x1040,150,234
1780x920,150,270
420x820,150,208
680x620,150,176
690x750,150,204
910x730,150,247
950x950,150,278
980x750,150,259
1050x640,149,270
1060x590,149,377
1240x860,149,373
1280x790,149,294
1430x890,149,389
1780x890,149,319
1810x900,149,216
660x630,149,217
890x710,149,275
960x930,149,226
980x920,149,235
1000x750,148,260
1040x680,148,238
1060x660,148,317
1070x640,148,225
1120x530,148,282
1420x900,148,241
1470x760,148,311
1540x820,148,338
1590x740,148,249
820x1060,148,225
840x760,148,229
960x700,148,258
1090x600,147,277
1410x840,147,265
1530x750,147,254
1540x780,147,263
1710x840,147,245
1790x970,147,244
1900x850,147,219
690x280,147,193
910x720,147,240
930x760,147,229
1030x620,146,279
1080x550,146,249
1080x610,146,240
1250x870,146,294
1320x870,146,275
1330x810,146,248
1420x890,146,247
1700x870,146,284
1790x870,146,281
1890x880,146,235
2560x1340,146,212
340x520,146,172
360x300,146,183
670x730,146,209
700x650,146,276
700x840,146,188
800x760,146,203
820x760,146,256
830x760,146,230
920x720,146,270
1070x500,145,234
1110x580,145,285
1490x830,145,252
1620x840,145,257
1630x880,145,260
1860x900,145,224
1910x1090,145,244
2540x880,145,301
630x720,145,185
690x700,145,221
870x730,145,222
990x750,145,228
1030x600,144,359
1060x650,144,269
1100x660,144,281
1300x590,144,220
1420x860,144,257
1480x760,144,225
1490x690,144,259
1580x690,144,300
1590x870,144,279
1600x730,144,304
1680x740,144,567
1750x860,144,210
600x930,144,206
710x770,144,243
830x720,144,227
890x720,144,259
990x630,144,192
1060x680,143,284
1070x670,143,261
1110x830,143,212
1270x540,143,287
1310x940,143,219
1330x550,143,234
1500x750,143,371
1540x920,143,258
1570x770,143,249
1580x860,143,279
1600x900,143,232
1820x980,143,293
2550x1360,143,200
460x800,143,191
750x640,143,185
960x710,143,205
980x730,143,256
1060x600,142,253
1690x870,142,228
340x600,142,167
670x770,142,239
830x1190,142,170
870x700,142,265
1180x1610,141,230
1280x530,141,309
1380x620,141,224
1400x930,141,326
1590x820,141,268
1620x890,141,326
1730x830,141,285
1800x870,141,243
1870x950,141,227
2030x1020,141,252
380x570,141,168
640x690,141,235
680x710,141,267
840x390,141,265
990x600,141,275
1020x490,140,266
1050x610,140,232
1060x640,140,271
1100x580,140,314
1270x910,140,261
1320x580,140,224
1330x570,140,212
1510x690,140,243
1540x730,140,256
1580x890,140,256
1600x840,140,227
1880x910,140,255
1890x860,140,259
2550x1310,140,330
640x740,140,206
650x620,140,225
670x740,140,196
680x760,140,177
800x1170,140,172
930x720,140,302
950x920,140,197
990x730,140,215
1010x530,139,195
1100x770,139,230
1310x580,139,186
1350x530,139,270
1470x780,139,217
1570x860,139,236
1590x890,139,310
1640x950,139,223
1670x790,139,213
1680x750,139,218
1880x950,139,251
1890x1000,139,179
630x690,139,206
640x720,139,199
860x700,139,292
860x720,139,254
870x750,139,219
890x700,139,241
960x720,139,291
1030x760,138,220
1050x490,138,218
1050x660,138,239
1050x670,138,254
1160x800,138,246
1170x800,138,222
1250x810,138,254
1690x940,138,269
1780x870,138,281
1850x920,138,231
1860x930,138,284
2030x980,138,248
230x280,138,242
680x600,138,200
700x770,138,204
720x810,138,214
920x700,138,226
950x700,138,248
980x700,138,257
1080x580,137,236
1250x790,137,311
1450x810,137,268
1600x780,137,208
1640x860,137,211
1640x890,137,237
640x600,137,200
900x730,137,200
930x730,137,245
990x700,137,221
1000x690,136,275
1010x440,136,218
1070x630,136,222
1160x580,136,221
1300x780,136,220
1550x880,136,288
1550x920,136,232
1630x860,136,211
380x1610,136,150
680x720,136,191
780x790,136,201
860x750,136,225
940x760,136,204
950x750,136,219
990x590,136,216
1120x560,135,266
1250x780,135,223
1390x620,135,213
1410x860,135,270
1430x930,135,200
1450x800,135,229
1540x770,135,204
1540x880,135,207
1550x890,135,292
1610x860,135,212
1630x910,135,239
1650x950,135,182
1660x820,135,228
350x650,135,197
910x700,135,219
960x750,135,178
970x700,135,264
1040x760,134,238
1100x550,134,209
1180x800,134,250
1470x790,134,227
1480x810,134,238
1510x760,134,270
1580x920,134,222
1590x840,134,274
1620x910,134,244
1670x960,134,238
2540x1320,134,251
350x630,134,161
880x700,134,209
900x720,134,223
940x890,134,236
1090x770,133,257
1350x540,133,276
1390x820,133,276
1580x900,133,286
1600x810,133,289
1630x920,133,211
1830x920,133,214
410x30,133,141
630x590,133,187
640x570,133,242
740x410,133,178
830x700,133,256
1090x680,132,201
1130x800,132,258
1270x880,132,242
1280x920,132,206
1300x830,132,185
1460x860,132,211
1510x790,132,211
1570x880,132,319
1590x880,132,251
1630x900,132,232
1690x930,132,231
1870x920,132,211
350x490,132,157
690x650,132,263
840x720,132,201
1070x590,131,215
1090x670,131,204
1120x580,131,319
1470x890,131,255
1490x820,131,293
1500x830,131,254
1690x900,131,245
380x440,131,150
650x570,131,177
710x810,131,254
760x680,131,198
760x770,131,181
810x410,131,222
830x980,131,198
910x640,131,217
910x750,131,192
1070x600,130,226
1070x620,130,236
1110x570,130,242
1470x860,130,201
1480x910,130,239
1520x900,130,234
1540x830,130,224
1580x870,130,210
1590x780,130,237
1600x860,130,216
850x690,130,231
1010x560,129,229
1030x560,129,255
1040x610,129,268
1050x620,129,240
1240x790,129,247
1490x730,129,193
1670x990,129,226
480x590,129,766
900x420,129,319
1080x660,128,220
1180x530,128,194
1250x930,128,286
1290x580,128,205
1450x660,128,284
1540x870,128,251
1600x830,128,214
1860x920,128,282
2550x1300,128,220
340x420,128,444
360x290,128,146
620x650,128,216
740x770,128,247
890x760,128,200
900x700,128,201
920x750,128,223
1030x570,127,232
1050x460,127,181
1250x510,127,248
1250x840,127,268
1480x790,127,273
1490x700,127,177
1500x870,127,262
1640x840,127,248
1640x880,127,210
1650x870,127,209
1750x880,127,244
1870x910,127,232
340x610,127,146
60x20,127,128
620x640,127,178
770x770,127,196
780x770,127,182
800x690,127,213
1020x1290,126,197
1030x680,126,193
1060x530,126,212
1090x570,126,264
1120x500,126,240
1300x810,126,232
1470x700,126,195
1510x840,126,243
1530x890,126,221
1550x840,126,221
1620x920,126,283
1660x810,126,237
1670x930,126,250
690x670,126,180
1050x770,125,205
1270x920,125,215
1470x850,125,215
1470x880,125,209
1480x680,125,235
1590x910,125,190
1640x910,125,188
1710x900,125,336
1750x830,125,185
750x770,125,211
950x690,125,199
960x690,125,192
1000x640,124,273
1030x670,124,204
1050x590,124,175
1090x520,124,254
1120x770,124,237
1130x540,124,189
1200x850,124,212
1250x520,124,213
1510x650,124,211
1560x860,124,197
1560x880,124,252
660x560,124,208
680x910,124,174
800x540,124,194
980x620,124,208
990x620,124,204
1040x630,123,224
1070x580,123,248
1180x510,123,185
1270x810,123,180
1290x780,123,206
1310x890,123,234
1310x910,123,220
1320x840,123,208
1370x830,123,209
1420x610,123,226
1470x730,123,195
1510x680,123,220
1850x910,123,278
620x550,123,181
690x760,123,186
700x300,123,133
730x770,123,175
810x940,123,160
840x410,123,224
850x700,123,196
860x760,123,195
990x690,123,191
1010x760,122,150
1020x510,122,260
1320x950,122,230
1330x560,122,191
1420x870,122,202
1430x880,122,275
1460x870,122,233
1540x890,122,189
1590x850,122,245
1610x870,122,240
1610x910,122,214
1650x850,122,204
630x570,122,218
670x600,122,190
670x710,122,207
670x750,122,189
830x1030,122,172
900x440,122,228
940x690,122,189
990x760,122,171
1040x600,121,190
1170x550,121,207
1280x860,121,196
1310x860,121,227
1350x910,121,211
1410x890,121,198
1450x830,121,194
1510x910,121,236
1620x870,121,203
1850x940,121,253
1860x950,121,280
340x500,121,164
790x770,121,187
830x690,121,159
910x760,121,191
930x750,121,185
950x940,121,238
990x680,121,163
1000x590,120,201
1010x1010,120,195
1010x520,120,183
1020x410,120,152
1020x880,120,207
1040x1060,120,180
1060x670,120,216
1070x570,120,237
1140x530,120,281
1270x960,120,155
1280x890,120,219
1440x590,120,212
1460x890,120,187
1490x750,120,235
1510x890,120,230
1550x860,120,253
1570x760,120,211
1620x880,120,200
1700x1280,120,197
1710x870,120,220
1760x860,120,256
2540x950,120,192
770x850,120,145
810x690,120,210
840x690,120,229
840x700,120,175
1010x800,119,180
1030x590,119,247
1050x560,119,223
1160x540,119,192
1290x840,119,198
1310x840,119,174
1370x980,119,181
1380x860,119,256
1380x870,119,210
1380x940,119,198
1390x610,119,315
1390x900,119,194
1450x840,119,185
1450x860,119,221
1500x800,119,268
1500x840,119,211
1600x890,119,227
1610x850,119,242
1620x900,119,244
1650x830,119,215
570x320,119,153
660x740,119,202
680x820,119,170
740x790,119,169
820x690,119,178
870x690,119,228
930x960,119,177
1020x480,118,191
1030x650,118,202
1090x590,118,212
1280x900,118,211
1360x590,118,202
1400x840,118,232
1450x880,118,278
1470x910,118,237
1490x920,118,248
1510x920,118,224
1520x620,118,281
1540x800,118,193
1570x870,118,224
1760x880,118,202
2550x1340,118,195
370x740,118,128
460x820,118,145
630x610,118,151
730x790,118,174
1000x620,117,229
1030x660,117,171
1040x770,117,247
1140x800,117,162
1260x1230,117,306
1320x930,117,170
1440x870,117,187
1500x770,117,243
1530x860,117,241
1600x870,117,201
1830x900,117,198
1840x930,117,217
1840x940,117,297
430x820,117,149
570x590,117,635
850x760,117,160
990x570,117,174
1000x600,116,218
10x10,116,174
1160x550,116,226
1180x780,116,238
1210x540,116,216
1340x870,116,228
1390x870,116,196
1410x930,116,247
1420x880,116,247
1450x890,116,249
1460x800,116,269
1480x700,116,239
1510x860,116,293
1530x770,116,209
1530x920,116,196
1550x750,116,216
1550x850,116,217
1730x820,116,258
1810x1010,116,202
2030x1000,116,186
630x560,116,181
810x760,116,219
870x760,116,174
970x590,116,235
1040x580,115,182
1390x840,115,243
1430x950,115,225
1530x880,115,283
1570x840,115,175
1770x900,115,263
2540x980,115,226
330x550,115,148
590x710,115,162
730x680,115,175
910x600,115,205
960x940,115,244
970x690,115,209
1270x780,114,241
1410x610,114,179
1550x760,114,194
1570x780,114,174
1730x870,114,221
1780x880,114,178
2030x940,114,210
2110x1220,114,761
2550x1270,114,178
640x620,114,147
1050x500,113,186
1050x570,113,193
1090x560,113,179
1100x530,113,200
1110x550,113,225
1350x830,113,169
1400x580,113,244
350x590,113,152
360x450,113,150
650x590,113,166
660x730,113,145
660x750,113,181
690x600,113,164
920x760,113,177
1000x760,112,191
1010x550,112,173
1020x1410,112,136
1020x500,112,203
1030x640,112,167
1040x500,112,194
1110x810,112,155
1200x530,112,206
1280x820,112,206
1330x900,112,230
1350x820,112,209
1360x820,112,215
1500x900,112,184
1540x840,112,206
1540x900,112,190
1690x770,112,201
1690x890,112,192
1700x890,112,279
1790x1030,112,178
1850x900,112,219
2000x1020,112,213
670x630,112,150
700x610,112,151
910x880,112,200
930x700,112,194
950x760,112,161
1010x540,111,199
1070x470,111,229
1100x800,111,173
1240x900,111,245
1330x890,111,224
1370x990,111,140
1410x870,111,205
1430x910,111,248
1450x820,111,185
1460x680,111,181
1510x930,111,181
1530x740,111,252
1570x900,111,188
1600x930,111,205
1630x830,111,189
1750x910,111,204
1790x840,111,169
1850x950,111,186
1910x850,111,193
1920x1030,111,238
1920x1120,111,179
530x500,111,412
960x510,111,181
990x650,111,154
1060x770,110,182
1140x510,110,332
1320x850,110,229
1380x930,110,214
1470x900,110,185
1510x780,110,192
1510x810,110,180
1540x910,110,214
1560x870,110,203
1610x880,110,204
1630x840,110,210
320x690,110,124
700x680,110,152
720x380,110,156
740x890,110,134
1000x630,109,182
1010x510,109,206
1040x570,109,197
1180x850,109,172
1200x890,109,196
1220x910,109,220
1250x890,109,176
1330x870,109,230
1470x830,109,187
1480x780,109,208
1540x940,109,200
1590x860,109,161
1690x740,109,282
1880x940,109,211
320x1200,109,149
630x620,109,154
770x970,109,166
840x840,109,271
920x690,109,184
980x760,109,164
1000x610,108,167
1050x630,108,161
1100x520,108,150
1180x810,108,193
1210x780,108,169
1310x900,108,184
1340x840,108,224
1350x880,108,197
1380x880,108,193
1400x900,108,253
1470x930,108,206
1560x840,108,225
1590x830,108,198
1640x930,108,168
1710x930,108,176
1770x890,108,152
1840x890,108,198
390x560,108,142
430x770,108,119
430x880,108,128
510x700,108,165
700x620,108,148
810x990,108,139
1210x790,107,176
1430x920,107,202
1460x830,107,176
1550x870,107,160
1610x900,107,192
1610x920,107,171
1620x940,107,196
1620x950,107,181
1640x900,107,178
1700x860,107,223
1800x860,107,279
1810x910,107,148
330x540,107,142
490x830,107,153
750x310,107,145
800x1200,107,160
990x560,107,194
1000x670,106,223
1060x510,106,213
1070x560,106,217
1280x950,106,199
1310x560,106,218
1340x860,106,164
1350x890,106,174
1380x850,106,188
1440x880,106,196
1450x900,106,180
1540x670,106,230
1560x890,106,211
1560x920,106,200
1580x910,106,172
1590x920,106,185
2030x970,106,162
2560x1230,106,258
300x390,106,123
330x560,106,116
460x850,106,150
640x610,106,143
770x790,106,156
890x690,106,155
900x610,106,169
1190x810,105,214
1230x900,105,198
1240x780,105,168
1270x930,105,202
1300x880,105,161
1350x920,105,187
1360x920,105,209
1420x920,105,211
1460x880,105,165
1480x820,105,203
1500x810,105,206
1500x880,105,180
1500x920,105,219
1520x920,105,205
1530x850,105,160
1570x910,105,194
1630x950,105,192
1640x940,105,178
1740x930,105,149
1870x980,105,172
620x620,105,144
670x690,105,157
700x660,105,147
710x800,105,221
840x810,105,145
940x770,105,158
950x970,105,172
960x460,105,146
960x760,105,168
980x690,105,177
1200x920,104,174
1240x910,104,211
1400x600,104,277
1410x880,104,189
1460x840,104,193
1540x950,104,207
1580x850,104,202
1630x940,104,155
1650x790,104,181
1760x910,104,187
1800x890,104,230
1800x930,104,209
1830x890,104,242
380x450,104,131
750x650,104,204
860x690,104,190
910x690,104,170
990x950,104,186
1110x1380,103,131
1240x930,103,234
1340x900,103,186
1350x900,103,200
1400x610,103,230
1440x920,103,192
1460x930,103,215
1500x930,103,181
1530x720,103,162
1540x810,103,201
1690x970,103,173
1850x930,103,218
2550x1250,103,194
530x770,103,138
760x790,103,175
790x680,103,147
900x690,103,222
960x680,103,181
970x760,103,170
980x670,103,238
1000x660,102,210
1090x530,102,217
1200x520,102,161
1230x790,102,186
1310x930,102,211
1410x920,102,237
1450x850,102,229
1460x900,102,189
1480x690,102,168
1710x890,102,173
1750x890,102,223
1830x930,102,190
1880x890,102,233
2180x1130,102,138
2280x820,102,187
230x260,102,179
430x690,102,121
710x650,102,217
890x770,102,158
900x760,102,165
910x650,102,159
910x920,102,166
940x680,102,176
960x770,102,166
970x660,102,147
1000x680,101,228
1020x520,101,232
1020x930,101,168
1030x770,101,144
1050x440,101,196
1060x570,101,221
1160x530,101,184
1230x930,101,178
1250x850,101,218
1280x930,101,155
1370x820,101,170
1400x850,101,209
1460x770,101,199
1510x850,101,220
1560x740,101,290
1560x930,101,184
1570x810,101,174
1570x920,101,182
1590x730,101,148
1610x840,101,191
1630x800,101,172
1690x950,101,198
1720x880,101,243
1720x930,101,163
1740x860,101,220
1820x920,101,182
1850x890,101,178
1900x820,101,181
410x1610,101,113
540x740,101,128
640x560,101,219
660x710,101,157
670x720,101,146
710x680,101,169
1080x780,100,136
1110x530,100,218
1220x780,100,258
1230x530,100,165
1250x880,100,173
1250x910,100,221
1270x860,100,206
1360x850,100,215
1400x820,100,208
1440x1080,100,112
1460x780,100,165
1560x850,100,196
1570x750,100,156
1650x930,100,145
1660x960,100,203
1730x930,100,223
2560x1260,100,177
480x730,100,122
720x320,100,148
940x1050,100,137
940x410,100,132
950x680,100,193
950x910,100,184
1010x1000,99,154
1070x770,99,196
1150x510,99,238
1200x1200,99,104
1310x920,99,152
1330x880,99,165
1350x860,99,192
1440x910,99,179
1530x900,99,188
1530x930,99,186
1590x930,99,232
1730x900,99,185
1750x870,99,152
1760x900,99,172
1820x890,99,171
1880x870,99,228
2560x1220,99,138
590x600,99,144
690x620,99,120
720x640,99,135
900x910,99,132
920x930,99,203
970x640,99,184
980x600,99,160
980x640,99,135
1030x550,98,210
1050x550,98,202
1090x490,98,162
1110x540,98,180
1240x810,98,141
1270x830,98,280
1290x570,98,207
1300x920,98,145
1320x960,98,197
1330x850,98,185
1340x560,98,148
1390x880,98,204
1420x950,98,201
1450x670,98,144
1470x820,98,179
1480x920,98,187
1510x820,98,167
1530x950,98,193
1570x820,98,194
1590x700,98,216
1750x900,98,192
1750x930,98,152
1780x860,98,166
1790x850,98,170
1890x800,98,155
620x690,98,181
630x650,98,128
720x650,98,157
740x320,98,128
740x680,98,174
750x620,98,155
810x770,98,164
940x640,98,187
940x980,98,173
960x530,98,141
970x480,98,139
1060x630,97,174
1120x510,97,192
1230x880,97,169
1290x860,97,182
1360x1000,97,199
1360x580,97,164
1360x860,97,208
1380x890,97,163
1430x870,97,150
1490x770,97,187
1530x760,97,141
1530x800,97,170
1620x850,97,139
1840x970,97,169
1870x960,97,217
640x630,97,141
640x650,97,137
650x630,97,132
740x650,97,220
770x680,97,139
930x690,97,201
970x580,97,190
970x630,97,155
1030x800,96,149
1100x930,96,174
1150x790,96,171
1190x1480,96,124
1190x870,96,177
1240x530,96,193
1350x930,96,160
1360x840,96,186
1360x890,96,150
1400x920,96,176
1410x850,96,174
1420x910,96,170
1460x850,96,166
1470x920,96,149
1550x790,96,185
1560x900,96,216
1580x950,96,230
1770x940,96,175
1800x910,96,132
1810x850,96,167
1860x890,96,151
640x320,96,133
820x930,96,227
830x770,96,133
880x680,96,160
980x610,96,164
1010x450,95,181
